,type,name,continent,iso_country,iso_region,iata_code,coordinates
17848,medium_airport,"Magdeburg ""City"" Airport",EU,DE,DE-ST,ZMG,"52.073612, 11.626389"
17849,medium_airport,Neubrandenburg Airport,EU,DE,DE-MV,FNB,"53.6022, 13.306"
17853,medium_airport,Rothenburg/Görlitz Airport,EU,DE,DE-SN,,"51.36333465576172, 14.949999809265137"
17864,medium_airport,Cottbus-Drewitz Airport,EU,DE,DE-BR,CBU,"51.889442, 14.531944"
17886,large_airport,Berlin-Schönefeld Airport,EU,DE,DE-BR,SXF,"52.380001, 13.5225"
17887,large_airport,Dresden Airport,EU,DE,DE-SN,DRS,"51.1328010559082, 13.767200469970703"
17888,medium_airport,Erfurt Airport,EU,DE,DE-TH,ERF,"50.979801177978516, 10.958100318908691"
17889,large_airport,Frankfurt am Main Airport,EU,DE,DE-HE,FRA,"50.033333, 8.570556"
17890,large_airport,Münster Osnabrück Airport,EU,DE,DE-NW,FMO,"52.134601593, 7.68483018875"
17891,large_airport,Hamburg Airport,EU,DE,DE-HH,HAM,"53.630401611328, 9.9882297515869"
17893,large_airport,Cologne Bonn Airport,EU,DE,DE-NW,CGN,"50.8658981323, 7.1427397728"
17894,large_airport,Düsseldorf Airport,EU,DE,DE-NW,DUS,"51.289501, 6.76678"
17895,large_airport,Munich Airport,EU,DE,DE-BY,MUC,"48.353802, 11.7861"
17896,large_airport,Nuremberg Airport,EU,DE,DE-BY,NUE,"49.498699, 11.078056"
17897,large_airport,Leipzig/Halle Airport,EU,DE,DE-SN,LEJ,"51.423889, 12.236389"
17898,medium_airport,Saarbrücken Airport,EU,DE,DE-SL,SCN,"49.214599609400004, 7.10950994492"
17899,large_airport,Stuttgart Airport,EU,DE,DE-BW,STR,"48.689899444599995, 9.22196006775"
17900,large_airport,Berlin-Tegel Airport,EU,DE,DE-BE,TXL,"52.5597, 13.2877"
17901,large_airport,Hannover Airport,EU,DE,DE-NI,HAJ,"52.461101532, 9.685079574580001"
17902,large_airport,Bremen Airport,EU,DE,DE-HB,BRE,"53.0475006104, 8.78666973114"
17918,medium_airport,Frankfurt-Egelsbach Airport,EU,DE,DE-HE,QEF,"49.959999, 8.645833"
17920,medium_airport,Frankfurt-Hahn Airport,EU,DE,DE-RP,HHN,"49.9487, 7.26389"
17925,medium_airport,Mannheim-City Airport,EU,DE,DE-BW,MHG,"49.473057, 8.514167"
17938,medium_airport,Mainz-Finthen Airport,EU,DE,DE-RP,,"49.967499, 8.147222"
17941,medium_airport,Eisenach-Kindel Airport,EU,DE,DE-TH,EIB,"50.991604, 10.47973"
17954,medium_airport,Siegerland Airport,EU,DE,DE-NW,SGE,"50.707698822021484, 8.082969665527344"
17967,medium_airport,Hamburg-Finkenwerder Airport,EU,DE,DE-HH,XFW,"53.5352783203125, 9.835556030273438"
17968,medium_airport,Kiel-Holtenau Airport,EU,DE,DE-SH,KEL,"54.37944412231445, 10.145277976989746"
17969,medium_airport,Lübeck Blankensee Airport,EU,DE,DE-SH,LBC,"53.8054008484, 10.7192001343"
17978,medium_airport,Memmingen Allgau Airport,EU,DE,DE-BY,FMM,"47.988800048799995, 10.2395000458"
18008,medium_airport,Mönchengladbach Airport,EU,DE,DE-NW,MGL,"51.230278, 6.504444"
18010,medium_airport,Paderborn Lippstadt Airport,EU,DE,DE-NW,PAD,"51.614101409899995, 8.616319656369999"
18016,medium_airport,Weeze Airport,EU,DE,DE-NW,NRN,"51.6024017334, 6.14216995239"
18017,large_airport,Dortmund Airport,EU,DE,DE-NW,DTM,"51.51829910279999, 7.61223983765"
18021,medium_airport,Augsburg Airport,EU,DE,DE-BY,AGB,"48.425278, 10.931667"
18034,medium_airport,Oberpfaffenhofen Airport,EU,DE,DE-BY,OBF,"48.081402, 11.2831"
18067,medium_airport,Friedrichshafen Airport,EU,DE,DE-BW,FDH,"47.671298980699994, 9.51148986816"
18083,medium_airport,Schwerin Parchim Airport,EU,DE,DE-MV,SZW,"53.426998, 11.7834"
18114,medium_airport,Airport Bamberg-Breitenau,EU,DE,DE-BY,,"49.920403, 10.914233"
18117,medium_airport,Bayreuth Airport,EU,DE,DE-BY,BYU,"49.985001, 11.64"
18125,medium_airport,Hof-Plauen Airport,EU,DE,DE-BY,HOQ,"50.288612365722656, 11.856389045715332"
18158,large_airport,Karlsruhe Baden-Baden Airport,EU,DE,DE-BW,FKB,"48.7793998718, 8.08049964905"
18175,medium_airport,Donaueschingen-Villingen Airport,EU,DE,DE-BW,ZQL,"47.97333145139999, 8.52222156525"
18180,medium_airport,Lahr Airport,EU,DE,DE-BW,LHA,"48.3693008423, 7.82772016525"
18191,medium_airport,Adolf Würth Airport,EU,DE,DE-BW,,"49.1183319092, 9.783888816829998"
18202,medium_airport,Zerbst Airport,EU,DE,DE-ST,,"52.000832, 12.148611"
18205,medium_airport,Braunschweig-Wolfsburg Airport,EU,DE,DE-NI,BWE,"52.319199, 10.5561"
18211,medium_airport,Kassel-Calden Airport,EU,DE,DE-HE,KSF,"51.417273, 9.384967"
18269,medium_airport,Westerland Sylt Airport,EU,DE,DE-SH,GWT,"54.9132003784, 8.34047031403"
18284,medium_airport,Ämari Air Base,EU,EE,EE-37,,"59.26029968261719, 24.208499908447266"
18287,medium_airport,Kärdla Airport,EU,EE,EE-39,KDL,"58.99079895019531, 22.830699920654297"
18288,medium_airport,Kuressaare Airport,EU,EE,EE-74,URE,"58.22990036010742, 22.50950050354004"
18295,medium_airport,Pärnu Airport,EU,EE,EE-67,EPU,"58.41899871826172, 24.47279930114746"
18303,large_airport,Lennart Meri Tallinn Airport,EU,EE,EE-37,TLL,"59.41329956049999, 24.832799911499997"
18305,medium_airport,Tartu Airport,EU,EE,EE-7B,TAY,"58.3074989319, 26.690399169900004"
18314,medium_airport,Enontekio Airport,EU,FI,FI-LL,ENF,"68.362602233887, 23.424299240112"
18319,medium_airport,Halli Airport,EU,FI,FI-LS,KEV,"61.856039, 24.786686"
18321,medium_airport,Helsinki Malmi Airport,EU,FI,FI-ES,HEM,"60.254600524902344, 25.042800903320312"
18325,large_airport,Helsinki Vantaa Airport,EU,FI,FI-ES,HEL,"60.317199707031, 24.963300704956"
18337,medium_airport,Kitee Airport,EU,FI,FI-IS,KTQ,"62.1661, 30.073601"
18338,medium_airport,Ivalo Airport,EU,FI,FI-LL,IVL,"68.607299804688, 27.405300140381"
18341,medium_airport,Joensuu Airport,EU,FI,FI-IS,JOE,"62.662899017334, 29.607500076294"
18344,medium_airport,Jyvaskyla Airport,EU,FI,FI-LS,JYV,"62.399501800537, 25.678300857544"
18345,medium_airport,Kauhava Airport,EU,FI,FI-LS,KAU,"63.127102, 23.051399"
18346,medium_airport,Kemi-Tornio Airport,EU,FI,FI-LL,KEM,"65.778701782227, 24.582099914551"
18349,medium_airport,Kajaani Airport,EU,FI,FI-OL,KAJ,"64.285499572754, 27.692399978638"
18350,medium_airport,Kauhajoki Airport,EU,FI,FI-LS,KHJ,"62.4625015259, 22.3931007385"
18351,medium_airport,Kokkola-Pietarsaari Airport,EU,FI,FI-LS,KOK,"63.721199035645, 23.143100738525"
18356,medium_airport,Kuusamo Airport,EU,FI,FI-OL,KAO,"65.987602233887, 29.239400863647"
18357,medium_airport,Kittilä Airport,EU,FI,FI-LL,KTT,"67.700996398926, 24.846799850464"
18358,medium_airport,Kuopio Airport,EU,FI,FI-IS,KUO,"63.007099151611, 27.797800064087"
18364,medium_airport,Lappeenranta Airport,EU,FI,FI-ES,LPP,"61.044601, 28.144743"
18366,medium_airport,Mariehamn Airport,EU,FI,FI-AL,MHQ,"60.122200012207, 19.898199081421"
18368,medium_airport,Mikkeli Airport,EU,FI,FI-IS,MIK,"61.6866, 27.201799"
18375,medium_airport,Oulu Airport,EU,FI,FI-OL,OUL,"64.930099487305, 25.354600906372"
18384,medium_airport,Pori Airport,EU,FI,FI-LS,POR,"61.461700439453, 21.799999237061"
18391,medium_airport,Rovaniemi Airport,EU,FI,FI-LL,RVN,"66.564796447754, 25.830400466919"
18395,medium_airport,Savonlinna Airport,EU,FI,FI-IS,SVL,"61.943099975586, 28.945100784302"
18397,medium_airport,Seinäjoki Airport,EU,FI,FI-LS,SJY,"62.692101, 22.8323"
18399,medium_airport,Sodankyla Airport,EU,FI,FI-LL,SOT,"67.3949966431, 26.6191005707"
18402,medium_airport,Tampere-Pirkkala Airport,EU,FI,FI-LS,TMP,"61.414100646973, 23.604400634766"
18404,medium_airport,Turku Airport,EU,FI,FI-LS,TKU,"60.514099121094, 22.262800216675"
18406,medium_airport,Utti Air Base,EU,FI,FI-ES,UTI,"60.89640045166, 26.938400268555"
18407,medium_airport,Vaasa Airport,EU,FI,FI-LS,VAA,"63.050701141357, 21.762199401855"
18411,medium_airport,Varkaus Airport,EU,FI,FI-IS,VRK,"62.171100616455, 27.868600845337"
18415,medium_airport,Ylivieska Airfield,EU,FI,FI-OL,YLI,"64.0547222, 24.7252778"
18418,medium_airport,Bilbeis 2 Airfield,AF,EG,EG-SHR,,"30.42060089111328, 31.67889976501465"
18429,large_airport,Belfast International Airport,EU,GB,GB-NIR,BFS,"54.6575012207, -6.2158298492399995"
18430,medium_airport,St Angelo Airport,EU,GB,GB-NIR,ENK,"54.39889907836914, -7.651669979095459"
18431,large_airport,George Best Belfast City Airport,EU,GB,GB-NIR,BHD,"54.618099212646484, -5.872499942779541"
18433,medium_airport,City of Derry Airport,EU,GB,GB-NIR,LDY,"55.04280090332031, -7.161109924316406"
18438,large_airport,Birmingham International Airport,EU,GB,GB-ENG,BHX,"52.453899383499994, -1.74802994728"
18441,medium_airport,Coventry Airport,EU,GB,GB-ENG,CVT,"52.3697013855, -1.4797199964499999"
18444,medium_airport,Gloucestershire Airport,EU,GB,GB-ENG,GLO,"51.89419937133789, -2.167220115661621"
18448,medium_airport,Nottingham Airport,EU,GB,GB-ENG,NQT,"52.91999816894531, -1.0791699886322021"
18458,large_airport,Manchester Airport,EU,GB,GB-ENG,MAN,"53.35369873046875, -2.2749500274658203"
18467,large_airport,Robin Hood Doncaster Sheffield Airport,EU,GB,GB-ENG,DSA,"53.4805378105, -1.01065635681"
18475,medium_airport,Royal Marines Base Chivenor Airport,EU,GB,GB-ENG,,"51.08720016479492, -4.1503400802612305"
18479,medium_airport,MoD Boscombe Down Airport,EU,GB,GB-ENG,,"51.152198791503906, -1.7474100589752197"
18483,medium_airport,RNAS Culdrose,EU,GB,GB-ENG,,"50.08610153198242, -5.255710124969482"
18487,medium_airport,MoD St. Athan,EU,GB,GB-WLS,,"51.4048, -3.43575"
18488,medium_airport,RNAS Yeovilton,EU,GB,GB-ENG,YEO,"51.0093994140625, -2.638819932937622"
18490,medium_airport,Campbeltown Airport,EU,GB,GB-SCT,CAL,"55.437198638916016, -5.686389923095703"
18491,medium_airport,Eday Airport,EU,GB,GB-SCT,EOI,"59.19060134887695, -2.7722198963165283"
18492,medium_airport,Fair Isle Airport,EU,GB,GB-SCT,FIE,"59.53580093383789, -1.628059983253479"
18507,medium_airport,Haverfordwest Airport,EU,GB,GB-WLS,HAW,"51.833099365234375, -4.9611101150512695"
18508,large_airport,Cardiff International Airport,EU,GB,GB-WLS,CWL,"51.39670181274414, -3.343329906463623"
18509,medium_airport,Swansea Airport,EU,GB,GB-WLS,SWS,"51.60530090332031, -4.0678300857543945"
18511,large_airport,Bristol Airport,EU,GB,GB-ENG,BRS,"51.382702, -2.71909"
18513,large_airport,Liverpool John Lennon Airport,EU,GB,GB-ENG,LPL,"53.33359909057617, -2.849720001220703"
18514,large_airport,London Luton Airport,EU,GB,GB-ENG,LTN,"51.874698638916016, -0.36833301186561584"
18517,medium_airport,Land's End Airport,EU,GB,GB-ENG,LEQ,"50.102798, -5.67056"
18519,medium_airport,St. Mary's Airport,EU,GB,GB-ENG,ISC,"49.913299560546875, -6.291669845581055"
18522,large_airport,Bournemouth Airport,EU,GB,GB-ENG,BOH,"50.779998779296875, -1.8424999713897705"
18523,large_airport,Southampton Airport,EU,GB,GB-ENG,SOU,"50.95029830932617, -1.3567999601364136"
18526,medium_airport,Lasham Airport,EU,GB,GB-ENG,QLA,"51.187198638916016, -1.0334999561309814"
18530,medium_airport,Newquay Cornwall Airport,EU,GB,GB-ENG,NQY,"50.44060134887695, -4.995409965515137"
18536,medium_airport,Alderney Airport,EU,GG,GG-U-A,ACI,"49.706104, -2.21472"
18537,medium_airport,Guernsey Airport,EU,GG,GG-U-A,GCI,"49.435001373291016, -2.6019699573516846"
18538,medium_airport,Jersey Airport,EU,JE,JE-U-A,JER,"49.20790100097656, -2.195509910583496"
18539,medium_airport,Shoreham Airport,EU,GB,GB-ENG,ESH,"50.835602, -0.297222"
18540,medium_airport,London Biggin Hill Airport,EU,GB,GB-ENG,BQH,"51.33079910279999, 0.0324999988079"
18545,large_airport,London Gatwick Airport,EU,GB,GB-ENG,LGW,"51.148102, -0.190278"
18550,medium_airport,London City Airport,EU,GB,GB-ENG,LCY,"51.505299, 0.055278"
18552,medium_airport,Farnborough Airport,EU,GB,GB-ENG,FAB,"51.2757987976, -0.776332974434"
18555,medium_airport,Blackbushe Airport,EU,GB,GB-ENG,BBS,"51.32389831542969, -0.8475000262260437"
18556,large_airport,London Heathrow Airport,EU,GB,GB-ENG,LHR,"51.4706, -0.461941"
18563,medium_airport,Southend Airport,EU,GB,GB-ENG,SEN,"51.5713996887207, 0.6955559849739075"
18564,medium_airport,Lydd Airport,EU,GB,GB-ENG,LYX,"50.95610046386719, 0.9391670227050781"
18573,medium_airport,Carlisle Airport,EU,GB,GB-ENG,CAX,"54.9375, -2.8091700077056885"
18578,medium_airport,Blackpool International Airport,EU,GB,GB-ENG,BLK,"53.77170181274414, -3.0286099910736084"
18580,medium_airport,Humberside Airport,EU,GB,GB-ENG,HUY,"53.57440185546875, -0.350832998752594"
18581,medium_airport,Barrow Walney Island Airport,EU,GB,GB-ENG,BWF,"54.1286111, -3.2675"
18582,large_airport,Leeds Bradford Airport,EU,GB,GB-ENG,LBA,"53.86589813232422, -1.6605700254440308"
18583,medium_airport,Warton Airport,EU,GB,GB-ENG,WRT,"53.745098, -2.88306"
18585,medium_airport,Hawarden Airport,EU,GB,GB-WLS,CEG,"53.1781005859375, -2.9777801036834717"
18586,medium_airport,Isle of Man Airport,EU,IM,IM-U-A,IOM,"54.08330154418945, -4.623889923095703"
18587,large_airport,Newcastle Airport,EU,GB,GB-ENG,NCL,"55.037498474121094, -1.6916699409484863"
18589,medium_airport,Durham Tees Valley Airport,EU,GB,GB-ENG,MME,"54.50920104980469, -1.4294099807739258"
18591,large_airport,East Midlands Airport,EU,GB,GB-ENG,EMA,"52.8311004639, -1.32806003094"
18595,medium_airport,RAF Spadeadam,EU,GB,GB-ENG,,"55.0499992371, -2.54999995232"
18597,medium_airport,RAF Shawbury,EU,GB,GB-ENG,,"52.79819869995117, -2.6680400371551514"
18598,medium_airport,Anglesey Airport,EU,GB,GB-WLS,VLY,"53.2481002808, -4.53533983231"
18601,medium_airport,Kirkwall Airport,EU,GB,GB-SCT,KOI,"58.957801818847656, -2.9049999713897705"
18602,medium_airport,Sumburgh Airport,EU,GB,GB-SCT,LSI,"59.87889862060547, -1.2955600023269653"
18603,medium_airport,Wick Airport,EU,GB,GB-SCT,WIC,"58.458900451660156, -3.09306001663208"
18604,large_airport,Aberdeen Dyce Airport,EU,GB,GB-SCT,ABZ,"57.201900482177734, -2.197779893875122"
18605,medium_airport,Inverness Airport,EU,GB,GB-SCT,INV,"57.54249954223633, -4.047500133514404"
18606,large_airport,Glasgow International Airport,EU,GB,GB-SCT,GLA,"55.8718986511, -4.43306016922"
18608,large_airport,Edinburgh Airport,EU,GB,GB-SCT,EDI,"55.95000076293945, -3.372499942779541"
18609,medium_airport,Islay Airport,EU,GB,GB-SCT,ILY,"55.68190002441406, -6.256669998168945"
18611,medium_airport,Glasgow Prestwick Airport,EU,GB,GB-SCT,PIK,"55.5093994140625, -4.586669921875"
18612,medium_airport,Benbecula Airport,EU,GB,GB-SCT,BEB,"57.48109817504883, -7.3627800941467285"
18613,medium_airport,Scatsta Airport,EU,GB,GB-SCT,SCS,"60.43280029296875, -1.2961100339889526"
18614,medium_airport,Dundee Airport,EU,GB,GB-SCT,DND,"56.45249938964844, -3.025830030441284"
18615,medium_airport,Stornoway Airport,EU,GB,GB-SCT,SYY,"58.215599060058594, -6.331110000610352"
18616,medium_airport,Barra Airport,EU,GB,GB-SCT,BRR,"57.0228, -7.44306"
18619,medium_airport,Tiree Airport,EU,GB,GB-SCT,TRE,"56.49919891357422, -6.869170188903809"
18623,medium_airport,RAF Kinloss,EU,GB,GB-SCT,FSS,"57.6493988037, -3.56064009666"
18624,medium_airport,RAF Leuchars,EU,GB,GB-SCT,ADX,"56.37289810180664, -2.8684399127960205"
18625,medium_airport,RAF Lossiemouth,EU,GB,GB-SCT,LMO,"57.7052001953125, -3.339169979095459"
18628,medium_airport,Cambridge Airport,EU,GB,GB-ENG,CBG,"52.205002, 0.175"
18632,large_airport,Norwich International Airport,EU,GB,GB-ENG,NWI,"52.6758003235, 1.28278005123"
18643,large_airport,London Stansted Airport,EU,GB,GB-ENG,STN,"51.8849983215, 0.234999999404"
18652,medium_airport,Cranfield Airport,EU,GB,GB-ENG,,"52.0722007751, -0.616666972637"
18654,large_airport,Exeter International Airport,EU,GB,GB-ENG,EXT,"50.73440170288086, -3.4138898849487305"
18659,medium_airport,Oxford (Kidlington) Airport,EU,GB,GB-ENG,OXF,"51.8368988037, -1.32000005245"
18666,medium_airport,RAF Benson,EU,GB,GB-ENG,BEX,"51.616401672399995, -1.09582996368"
18669,large_airport,RAF Lakenheath,EU,GB,GB-ENG,LKZ,"52.409301757799994, 0.56099998951"
18670,large_airport,RAF Mildenhall,EU,GB,GB-ENG,MHZ,"52.361900329589844, 0.48640599846839905"
18675,medium_airport,Wattisham Airfield,EU,GB,GB-ENG,,"52.127451, 0.956189"
18676,medium_airport,RAF Wyton,EU,GB,GB-ENG,QUY,"52.3572006226, -0.107832998037"
18677,large_airport,RAF Fairford,EU,GB,GB-ENG,FFD,"51.6822013855, -1.7900300025900002"
18682,large_airport,RAF Brize Norton,EU,GB,GB-ENG,BZZ,"51.75, -1.58362"
18683,medium_airport,RAF Odiham,EU,GB,GB-ENG,ODH,"51.2341003418, -0.94282501936"
18687,medium_airport,DCAE Cosford Air Base,EU,GB,GB-ENG,,"52.639999, -2.30558"
18690,medium_airport,RAF Northolt,EU,GB,GB-ENG,NHT,"51.553001403799996, -0.418166995049"
18694,medium_airport,RAF Coningsby,EU,GB,GB-ENG,QCY,"53.0929985046, -0.166014000773"
18695,medium_airport,RAF Dishforth,EU,GB,GB-ENG,,"54.1371994019, -1.42025005817"
18696,medium_airport,Leeming Airport,EU,GB,GB-ENG,,"54.2924, -1.5354"
18697,medium_airport,Leeds East Airport,EU,GB,GB-ENG,,"53.834301, -1.1955"
18698,medium_airport,RAF Honington,EU,GB,GB-ENG,BEQ,"52.34260177612305, 0.7729390263557434"
18701,medium_airport,RAF Scampton,EU,GB,GB-ENG,SQZ,"53.307800293, -0.550832986832"
18704,medium_airport,RAF Wittering,EU,GB,GB-ENG,,"52.612598, -0.476453"
18705,medium_airport,RAF Linton-On-Ouse,EU,GB,GB-ENG,HRT,"54.0489006042, -1.2527500391"
18707,medium_airport,RAF Waddington,EU,GB,GB-ENG,WTN,"53.1661987305, -0.523810982704"
18709,medium_airport,RAF Topcliffe,EU,GB,GB-ENG,,"54.205501556399994, -1.3820899725"
18711,medium_airport,RAF Cranwell,EU,GB,GB-ENG,,"53.0303001404, -0.48324200511"
18712,medium_airport,RAF Barkston Heath,EU,GB,GB-ENG,,"52.962200164799995, -0.561625003815"
18714,medium_airport,RAF Marham,EU,GB,GB-ENG,KNF,"52.648395, 0.550692"
18716,medium_airport,Mount Pleasant Airport,SA,FK,FK-U-A,MPN,"-51.82279968261719, -58.447200775146484"
18723,large_airport,Amsterdam Airport Schiphol,EU,NL,NL-NH,AMS,"52.308601, 4.76389"
18724,medium_airport,Budel Airfield Kempen,EU,NL,NL-NB,,"51.255299, 5.60139"
18725,medium_airport,Maastricht Aachen Airport,EU,NL,NL-LI,MST,"50.911701, 5.77014"
18726,medium_airport,Deelen Air Base,EU,NL,NL-GE,,"52.0606, 5.87306"
18727,medium_airport,De Peel Air Base,EU,NL,NL-LI,,"51.51729965209961, 5.855720043182373"
18730,large_airport,Eindhoven Airport,EU,NL,NL-NB,EIN,"51.4500999451, 5.37452983856"
18731,medium_airport,Eelde Airport,EU,NL,NL-DR,GRQ,"53.1197013855, 6.57944011688"
18732,medium_airport,Gilze Rijen Air Base,EU,NL,NL-NB,GLZ,"51.56740188598633, 4.931829929351807"
18737,medium_airport,De Kooy Airport,EU,NL,NL-NH,DHR,"52.92340087890625, 4.780620098114014"
18738,medium_airport,Lelystad Airport,EU,NL,NL-FL,LEY,"52.4603, 5.52722"
18739,medium_airport,Leeuwarden Air Base,EU,NL,NL-FR,LWR,"53.228599548339844, 5.760560035705566"
18744,medium_airport,Rotterdam The Hague Airport,EU,NL,NL-ZH,RTM,"51.956902, 4.43722"
18751,medium_airport,Twente Airport,EU,NL,NL-OV,ENS,"52.275833, 6.889167"
18754,medium_airport,Volkel Air Base,EU,NL,NL-NB,,"51.657222, 5.7077778"
18756,medium_airport,Woensdrecht Air Base,EU,NL,NL-NB,WOE,"51.4491, 4.34203"
18767,large_airport,Cork Airport,EU,IE,IE-C,ORK,"51.84130096435547, -8.491109848022461"
18769,medium_airport,Galway Airport,EU,IE,IE-G,GWY,"53.300201416015625, -8.941590309143066"
18772,medium_airport,Donegal Airport,EU,IE,IE-DL,CFN,"55.0442008972168, -8.340999603271484"
18773,large_airport,Dublin Airport,EU,IE,IE-D,DUB,"53.421299, -6.27007"
18786,medium_airport,Ireland West Knock Airport,EU,IE,IE-MO,NOC,"53.910301208496094, -8.818490028381348"
18787,medium_airport,Kerry Airport,EU,IE,IE-KY,KIR,"52.18090057373047, -9.52377986907959"
18789,medium_airport,Casement Air Base,EU,IE,IE-D,,"53.301700592, -6.451330184940001"
18796,large_airport,Shannon Airport,EU,IE,IE-CE,SNN,"52.702, -8.92482"
18799,medium_airport,Sligo Airport,EU,IE,IE-SO,SXL,"54.280200958252, -8.5992097854614"
18803,medium_airport,Waterford Airport,EU,IE,IE-WD,WAT,"52.187198638916016, -7.0869598388671875"
18804,medium_airport,Weston Airport,EU,IE,IE-KE,,"53.3521995544, -6.48611021042"
18809,medium_airport,Aarhus Airport,EU,DK,DK-82,AAR,"56.2999992371, 10.619000434899998"
18815,large_airport,Billund Airport,EU,DK,DK-83,BLL,"55.7402992249, 9.15178012848"
18817,large_airport,Copenhagen Kastrup Airport,EU,DK,DK-84,CPH,"55.617900848389, 12.656000137329"
18822,medium_airport,Esbjerg Airport,EU,DK,DK-83,EBJ,"55.525902, 8.5534"
18846,medium_airport,Karup Airport,EU,DK,DK-82,KRP,"56.29750061035156, 9.124629974365234"
18853,medium_airport,Lolland Falster Maribo Airport,EU,DK,DK-85,MRW,"54.699299, 11.4401"
18859,medium_airport,Odense Airport,EU,DK,DK-83,ODE,"55.47669982910156, 10.330900192260742"
18864,medium_airport,Copenhagen Roskilde Airport,EU,DK,DK-85,RKE,"55.585601806640625, 12.131400108337402"
18865,medium_airport,Bornholm Airport,EU,DK,DK-84,RNN,"55.06330108642578, 14.759599685668945"
18869,medium_airport,Sønderborg Airport,EU,DK,DK-83,SGD,"54.96440124511719, 9.791729927062988"
18875,medium_airport,Sindal Airport,EU,DK,DK-81,CNL,"57.503502, 10.2294"
18877,medium_airport,Skrydstrup Air Base,EU,DK,DK-83,SKS,"55.221048, 9.26702"
18881,medium_airport,Skive Airport,EU,DK,DK-82,SQW,"56.550201416015625, 9.172980308532715"
18886,medium_airport,Thisted Airport,EU,DK,DK-81,TED,"57.06880187988281, 8.705220222473145"
18890,medium_airport,Kolding Vamdrup Airfield,EU,DK,DK-83,,"55.436298, 9.33092"
18891,medium_airport,Vagar Airport,EU,FO,FO-U-A,FAE,"62.0635986328125, -7.277219772338867"
18893,medium_airport,Stauning Airport,EU,DK,DK-82,STA,"55.9901008605957, 8.353910446166992"
18895,large_airport,Aalborg Airport,EU,DK,DK-81,AAL,"57.0927589138, 9.84924316406"
18897,large_airport,Luxembourg-Findel International Airport,EU,LU,LU-L,LUX,"49.6233333, 6.2044444"
18902,medium_airport,Ålesund Airport,EU,NO,NO-15,AES,"62.5625, 6.119699954986572"
18903,medium_airport,Andøya Airport,EU,NO,NO-18,ANX,"69.292503356934, 16.144199371338"
18906,medium_airport,Alta Airport,EU,NO,NO-20,ALF,"69.976097106934, 23.371700286865"
18914,medium_airport,Brønnøysund Airport,EU,NO,NO-18,BNN,"65.461097717285, 12.217499732971"
18915,large_airport,Bodø Airport,EU,NO,NO-18,BOO,"67.26920318603516, 14.365300178527832"
18916,large_airport,Bergen Airport Flesland,EU,NO,NO-12,BGO,"60.29339981, 5.218140125"
18917,medium_airport,Båtsfjord Airport,EU,NO,NO-20,BJF,"70.60050201416, 29.691400527954"
18918,medium_airport,Berlevåg Airport,EU,NO,NO-20,BVG,"70.871399, 29.034201"
18919,medium_airport,Kristiansand Airport,EU,NO,NO-10,KRS,"58.204201, 8.08537"
18925,medium_airport,Bardufoss Airport,EU,NO,NO-19,BDU,"69.055801391602, 18.540399551392"
18928,medium_airport,Engeløy Airport,EU,NO,NO-18,,"67.967222, 14.9925"
18929,medium_airport,"Harstad/Narvik Airport, Evenes",EU,NO,NO-18,EVE,"68.491302490234, 16.678100585938"
