,type,name,iso_country,iata_code
27532,large_airport,Tri-State/Milton J. Ferguson Field,US,HTS
27534,medium_airport,Redstone Army Air Field,US,HUA
27535,medium_airport,"Terre Haute Regional Airport, Hulman Field",US,HUF
27536,medium_airport,Houlton International Airport,US,HUL
27538,medium_airport,Hutchinson Municipal Airport,US,HUT
27541,medium_airport,Tweed New Haven Airport,US,HVN
27542,medium_airport,Havre City County Airport,US,HVR
27552,medium_airport,Barnstable Municipal Boardman Polando Field,US,HYA
27554,medium_airport,Sawyer County Airport,US,HYR
27555,medium_airport,Hays Regional Airport,US,HYS
27597,medium_airport,Mc Connell Air Force Base,US,IAB
27598,large_airport,Washington Dulles International Airport,US,IAD
27599,medium_airport,Niagara Falls International Airport,US,IAG
27600,large_airport,George Bush Intercontinental Houston Airport,US,IAH
27605,large_airport,Wichita Eisenhower National Airport,US,ICT
27606,medium_airport,Idaho Falls Regional Airport,US,IDA
27623,medium_airport,Greater Kankakee Airport,US,IKK
27627,medium_airport,New Castle Airport,US,ILG
27629,medium_airport,Wilmington International Airport,US,ILM
27630,medium_airport,Wilmington Airpark,US,ILN
27635,large_airport,Indianapolis International Airport,US,IND
27637,medium_airport,Winkler County Airport,US,INK
27638,medium_airport,Falls International Airport,US,INL
27640,medium_airport,Smith Reynolds Airport,US,INT
27641,medium_airport,Winslow Lindbergh Regional Airport,US,INW
27645,medium_airport,Imperial County Airport,US,IPL
27646,medium_airport,Williamsport Regional Airport,US,IPT
27648,medium_airport,Kirksville Regional Airport,US,IRK
27651,medium_airport,Kissimmee Gateway Airport,US,ISM
27652,medium_airport,Sloulin Field International Airport,US,ISN
27653,medium_airport,Kinston Regional Jetport At Stallings Field,US,ISO
27654,medium_airport,Long Island Mac Arthur Airport,US,ISP
27658,medium_airport,Ithaca Tompkins Regional Airport,US,ITH
27660,medium_airport,Phoenix-Mesa-Gateway Airport,US,AZA
27671,medium_airport,Jackson Hole Airport,US,JAC
27672,large_airport,Jackson-Medgar Wiley Evers International Airport,US,JAN
27675,large_airport,Jacksonville International Airport,US,JAX
27676,medium_airport,Jonesboro Municipal Airport,US,JBR
27677,medium_airport,Kimble County Airport,US,JCT
27683,large_airport,John F Kennedy International Airport,US,JFK
27687,medium_airport,Chautauqua County-Jamestown Airport,US,JHW
27691,large_airport,Joplin Regional Airport,US,JLN
27693,medium_airport,Jamestown Regional Airport,US,JMS
27699,medium_airport,John Murtha Johnstown Cambria County Airport,US,JST
27708,medium_airport,Jackson County Reynolds Field,US,JXN
27754,medium_airport,Southwest Washington Regional Airport,US,KLS
27792,medium_airport,Purdue University Airport,US,LAF
27793,medium_airport,Lakeland Linder International Airport,US,LAL
27795,medium_airport,Capital City Airport,US,LAN
27796,medium_airport,Laramie Regional Airport,US,LAR
27797,large_airport,McCarran International Airport,US,LAS
27798,medium_airport,Lawton Fort Sill Regional Airport,US,LAW
27799,large_airport,Los Angeles International Airport,US,LAX
27800,large_airport,Lubbock Preston Smith International Airport,US,LBB
27801,medium_airport,Arnold Palmer Regional Airport,US,LBE
27802,medium_airport,North Platte Regional Airport Lee Bird Field,US,LBF
27803,medium_airport,Liberal Mid-America Regional Airport,US,LBL
27806,medium_airport,Lumberton Regional Airport,US,LBT
27807,medium_airport,Texas Gulf Coast Regional Airport,US,LJN
27809,medium_airport,Lake Charles Regional Airport,US,LCH
27811,large_airport,Rickenbacker International Airport,US,LCK
27815,medium_airport,Lebanon Municipal Airport,US,LEB
27816,medium_airport,Leesburg International Airport,US,LEE
27819,large_airport,Blue Grass Airport,US,LEX
27820,large_airport,Langley Air Force Base,US,LFI
27821,medium_airport,Angelina County Airport,US,LFK
27822,large_airport,Lafayette Regional Airport,US,LFT
27823,large_airport,La Guardia Airport,US,LGA
27824,medium_airport,Long Beach /Daugherty Field/ Airport,US,LGB
27828,medium_airport,Logan-Cache Airport,US,LGU
27838,large_airport,Bill & Hillary Clinton National Airport/Adams Field,US,LIT
27852,medium_airport,Crater Lake-Klamath Regional Airport,US,LMT
27855,medium_airport,Hunt Field,US,LND
27856,medium_airport,Lincoln Airport,US,LNK
27861,medium_airport,Lancaster Airport,US,LNS
27862,medium_airport,Derby Field,US,LOL
27865,medium_airport,Bowman Field,US,LOU
27866,medium_airport,London-Corbin Airport/Magee Field,US,LOZ
27871,medium_airport,Laredo International Airport,US,LRD
27872,medium_airport,Little Rock Air Force Base,US,LRF
27876,medium_airport,Las Cruces International Airport,US,LRU
27879,medium_airport,La Crosse Municipal Airport,US,LSE
27880,medium_airport,Lawson Army Air Field (Fort Benning),US,LSF
27883,medium_airport,Nellis Air Force Base,US,LSV
27884,large_airport,Altus Air Force Base,US,LTS
27887,large_airport,Luke Air Force Base,US,LUF
27889,medium_airport,Cincinnati Municipal Airport Lunken Field,US,LUK
27896,medium_airport,Mission Field,US,LVM
27898,medium_airport,Las Vegas Municipal Airport,US,LVS
27900,medium_airport,Greenbrier Valley Airport,US,LWB
27903,medium_airport,Lawrence Municipal Airport,US,LWM
27904,medium_airport,Lewiston Nez Perce County Airport,US,LWS
27905,medium_airport,Lewistown Municipal Airport,US,LWT
27912,medium_airport,Lynchburg Regional Preston Glenn Field,US,LYH
27984,medium_airport,Midland International Airport,US,MAF
27990,medium_airport,Mobridge Municipal Airport,US,MBG
27993,large_airport,MBS International Airport,US,MBS
27996,medium_airport,Mc Comb/Pike County Airport/John E Lewis Field,US,MCB
27997,medium_airport,Mc Clellan Airfield,US,MCC
27999,medium_airport,Merced Regional Macready Field,US,MCE
28000,large_airport,Mac Dill Air Force Base,US,MCF
28001,large_airport,Kansas City International Airport,US,MCI
28002,medium_airport,Mc Cook Ben Nelson Regional Airport,US,MCK
28003,medium_airport,Middle Georgia Regional Airport,US,MCN
28004,large_airport,Orlando International Airport,US,MCO
28005,medium_airport,Mason City Municipal Airport,US,MCW
28011,medium_airport,Southern Illinois Airport,US,MDH
28014,medium_airport,Harrisburg International Airport,US,MDT
28015,large_airport,Chicago Midway International Airport,US,MDW
28018,medium_airport,Key Field,US,MEI
28020,large_airport,Memphis International Airport,US,MEM
28021,medium_airport,Castle Airport,US,MER
28026,medium_airport,Mansfield Lahm Regional Airport,US,MFD
28027,medium_airport,Mc Allen Miller International Airport,US,MFE
28029,medium_airport,Rogue Valley International Medford Airport,US,MFR
28032,large_airport,Dobbins Air Reserve Base,US,MGE
28035,large_airport,Montgomery Regional (Dannelly Field) Airport,US,MGM
28038,medium_airport,Morgantown Municipal Walter L. Bill Hart Field,US,MGW
28041,medium_airport,Manhattan Regional Airport,US,MHK
28044,medium_airport,Sacramento Mather Airport,US,MHR
28045,large_airport,Manchester-Boston Regional Airport,US,MHT
28047,large_airport,Miami International Airport,US,MIA
28048,medium_airport,Minot Air Force Base,US,MIB
28050,medium_airport,Delaware County Johnson Field,US,MIE
28053,medium_airport,Millville Municipal Airport,US,MIV
28059,medium_airport,Charles B. Wheeler Downtown Airport,US,MKC
28060,large_airport,General Mitchell International Airport,US,MKE
28063,medium_airport,McKellar-Sipes Regional Airport,US,MKL
28070,medium_airport,Melbourne International Airport,US,MLB
28071,medium_airport,Mc Alester Regional Airport,US,MLC
28075,large_airport,Quad City International Airport,US,MLI
28078,medium_airport,Frank Wiley Field,US,MLS
28080,large_airport,Monroe Regional Airport,US,MLU
28087,medium_airport,Mc Entire Joint National Guard Base,US,MMT
28088,medium_airport,Morristown Municipal Airport,US,MMU
28101,large_airport,Mobile Regional Airport,US,MOB
28102,medium_airport,Modesto City Co-Harry Sham Field,US,MOD
28105,medium_airport,Minot International Airport,US,MOT
28113,medium_airport,Edward F Knapp State Airport,US,MPV
28121,medium_airport,Smyrna Airport,US,MQY
28122,medium_airport,Eastern WV Regional Airport/Shepherd Field,US,MRB
28129,medium_airport,Monterey Peninsula Airport,US,MRY
28131,medium_airport,Northwest Alabama Regional Airport,US,MSL
28132,large_airport,Dane County Regional Truax Field,US,MSN
28133,medium_airport,Missoula International Airport,US,MSO
28134,large_airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,US,MSP
28135,medium_airport,Massena International Richards Field,US,MSS
28137,large_airport,Louis Armstrong New Orleans International Airport,US,MSY
28139,medium_airport,Selfridge Air National Guard Base Airport,US,MTC
28140,medium_airport,The Florida Keys Marathon Airport,US,MTH
28141,medium_airport,Montrose Regional Airport,US,MTJ
28142,medium_airport,Martin State Airport,US,MTN
28148,medium_airport,Muir Army Air Field (Fort Indiantown Gap) Airport,US,MUI
28150,large_airport,Mountain Home Air Force Base,US,MUO
28162,medium_airport,Grant County International Airport,US,MWH
28168,medium_airport,Maxwell Air Force Base,US,MXF
28173,medium_airport,McCall Municipal Airport,US,MYL
28174,medium_airport,Myrtle Beach International Airport,US,MYR
28175,medium_airport,Yuba County Airport,US,MYV
28214,medium_airport,New Orleans NAS JRB/Alvin Callender Field,US,NBG
28219,medium_airport,Lakehurst Maxfield Field Airport,US,NEL
28221,medium_airport,Lakefront Airport,US,NEW
28226,medium_airport,Fallon Naval Air Station,US,NFL
28227,medium_airport,NAS Fort Worth JRB/Carswell Field,US,FWH
28230,medium_airport,Norfolk Naval Station (Chambers Field),US,NGU
28233,medium_airport,Patuxent River Naval Air Station (Trapnell Field),US,NHK
28236,medium_airport,Brunswick Executive Airport,US,NHZ
28238,medium_airport,Jacksonville Naval Air Station (Towers Field),US,NIP
28239,medium_airport,El Centro NAF Airport (Vraciu Field),US,NJK
28245,medium_airport,Miramar Marine Corps Air Station - Mitscher Field,US,NKX
28247,medium_airport,Lemoore Naval Air Station (Reeves Field) Airport,US,NLC
28253,medium_airport,Pensacola Naval Air Station/Forrest Sherman Field,US,NPA
28255,medium_airport,Millington-Memphis Airport,US,NQA
28257,medium_airport,Kingsville Naval Air Station,US,NQI
28258,medium_airport,Naval Air Station Key West/Boca Chica Field,US,NQX
28260,medium_airport,Naval Station Mayport (Admiral David L. Mcdonald Field),US,NRB
28264,medium_airport,Whiting Field Naval Air Station - North,US,NSE
28266,medium_airport,Point Mugu Naval Air Station (Naval Base Ventura Co),US,NTD
28268,medium_airport,Oceana Naval Air Station,US,NTU
28272,medium_airport,Moffett Federal Airfield,US,NUQ
28273,medium_airport,Whidbey Island Naval Air Station (Ault Field),US,NUW
28282,medium_airport,Yuma MCAS/Yuma International Airport,US,YUM
28286,medium_airport,North Island Naval Air Station-Halsey Field,US,NZY
28324,medium_airport,Albert J Ellis Airport,US,OAJ
28325,large_airport,Metropolitan Oakland International Airport,US,OAK
28339,medium_airport,Offutt Air Force Base,US,OFF
28340,medium_airport,Karl Stefan Memorial Airport,US,OFK
28343,medium_airport,Orangeburg Municipal Airport,US,OGB
28344,medium_airport,Ogden Hinckley Airport,US,OGD
28353,large_airport,Will Rogers World Airport,US,OKC
28363,medium_airport,L M Clayton Airport,US,OLF
28365,medium_airport,Olympia Regional Airport,US,OLM
28366,medium_airport,Nogales International Airport,US,OLS
28372,large_airport,Eppley Airfield,US,OMA
28380,medium_airport,Newport Municipal Airport,US,ONP
28381,large_airport,Ontario International Airport,US,ONT
28386,medium_airport,Opa-locka Executive Airport,US,OPF
28390,medium_airport,Quonset State Airport,US,NCO
28395,large_airport,Chicago O'Hare International Airport,US,ORD
28397,large_airport,Norfolk International Airport,US,ORF
28399,medium_airport,Worcester Regional Airport,US,ORH
28405,medium_airport,Wittman Regional Airport,US,OSH
28406,medium_airport,The Ohio State University Airport - Don Scott Field,US,OSU
28409,medium_airport,Southwest Oregon Regional Airport,US,OTH
28410,medium_airport,Ottumwa Regional Airport,US,OTM
28418,medium_airport,Owensboro Daviess County Airport,US,OWB
28419,medium_airport,Norwood Memorial Airport,US,OWD
28428,medium_airport,Oxnard Airport,US,OXR
28433,medium_airport,Cairns AAF (Fort Rucker) Air Field,US,OZR
28466,medium_airport,Orang Airport,KP,RGO
28538,medium_airport,Snohomish County (Paine Field) Airport,US,PAE
28539,medium_airport,Barkley Regional Airport,US,PAH
28540,large_airport,Tyndall Air Force Base,US,PAM
28544,medium_airport,"Pine Bluff Regional Airport, Grider Field",US,PBF
28545,medium_airport,Plattsburgh International Airport,US,PBG
28547,large_airport,Palm Beach International Airport,US,PBI
28555,medium_airport,DeKalb Peachtree Airport,US,PDK
28556,medium_airport,Eastern Oregon Regional At Pendleton Airport,US,PDT
28557,large_airport,Portland International Airport,US,PDX
28565,medium_airport,Page Municipal Airport,US,PGA
28568,medium_airport,Pitt Greenville Airport,US,PGV
28571,large_airport,Newport News Williamsburg International Airport,US,PHF
28575,large_airport,Philadelphia International Airport,US,PHL
28579,large_airport,Phoenix Sky Harbor International Airport,US,PHX
28580,large_airport,General Wayne A. Downing Peoria International Airport,US,PIA
28581,medium_airport,Hattiesburg Laurel Regional Airport,US,PIB
28582,medium_airport,St Petersburg Clearwater International Airport,US,PIE
28583,medium_airport,Pocatello Regional Airport,US,PIH
28586,medium_airport,Pierre Regional Airport,US,PIR
28587,large_airport,Pittsburgh International Airport,US,PIT
28590,medium_airport,Mid Ohio Valley Regional Airport,US,PKB
28598,medium_airport,Pellston Regional Airport of Emmet County Airport,US,PLN
28602,medium_airport,Palmdale Regional/USAF Plant 42 Airport,US,PMD
28608,medium_airport,Ralph Wenz Field,US,PWY
28609,medium_airport,Ponca City Regional Airport,US,PNC
28610,medium_airport,Northeast Philadelphia Airport,US,PNE
28613,medium_airport,Pensacola Regional Airport,US,PNS
28615,medium_airport,Pope Field,US,POB
28617,medium_airport,Polk Army Air Field,US,POE
28620,medium_airport,Dutchess County Airport,US,POU
28627,medium_airport,Northern Maine Regional Airport at Presque Isle,US,PQI
28631,medium_airport,Paso Robles Municipal Airport,US,PRB
28632,medium_airport,Ernest A. Love Field,US,PRC
28637,medium_airport,Cox Field,US,PRX
28640,medium_airport,Tri Cities Airport,US,PSC
28643,medium_airport,Portsmouth International at Pease Airport,US,PSM
28646,medium_airport,Palm Springs International Airport,US,PSP
28651,medium_airport,Oakland County International Airport,US,PTK
28660,medium_airport,Pullman Moscow Regional Airport,US,PUW
28663,large_airport,Theodore Francis Green State Airport,US,PVD
28668,medium_airport,Provo Municipal Airport,US,PVU
28675,medium_airport,Chicago Executive Airport,US,PWK
28676,large_airport,Portland International Jetport Airport,US,PWM
28677,medium_airport,Bremerton National Airport,US,PWT
29741,medium_airport,Riverside Municipal Airport,US,RAL
29742,medium_airport,Rapid City Regional Airport,US,RAP
29748,medium_airport,Red Bluff Municipal Airport,US,RBL
29752,medium_airport,Ellsworth Air Force Base,US,RCA
29760,medium_airport,Redding Municipal Airport,US,RDD
29761,medium_airport,Reading Regional Carl A Spaatz Field,US,RDG
29763,medium_airport,Roberts Field,US,RDM
29764,medium_airport,Grand Forks Air Force Base,US,RDR
29765,large_airport,Raleigh Durham International Airport,US,RDU
29769,large_airport,Chicago Rockford International Airport,US,RFD
29773,medium_airport,Rhinelander Oneida County Airport,US,RHI
29776,large_airport,Richmond International Airport,US,RIC
29780,medium_airport,Garfield County Regional Airport,US,RIL
29783,medium_airport,March ARB Airport,US,RIV
29784,medium_airport,Riverton Regional Airport,US,RIW
29791,medium_airport,Southwest Wyoming Regional Airport,US,RKS
29794,medium_airport,Griffiss International Airport,US,RME
29795,medium_airport,Richard B Russell Airport,US,RMG
29799,large_airport,Randolph Air Force Base,US,RND
29802,large_airport,Reno Tahoe International Airport,US,RNO
29806,large_airport,Roanoke–Blacksburg Regional Airport,US,ROA
29807,large_airport,Greater Rochester International Airport,US,ROC
29810,medium_airport,Roswell International Air Center Airport,US,ROW
29823,medium_airport,Russell Municipal Airport,US,RSL
29825,large_airport,Rochester International Airport,US,RST
29827,large_airport,Southwest Florida International Airport,US,RSW
29833,medium_airport,Rutland - Southern Vermont Regional Airport,US,RUT
29837,medium_airport,Richard Lloyd Jones Jr Airport,US,RVS
29838,medium_airport,Redwood Falls Municipal Airport,US,RWF
29839,medium_airport,Rocky Mount Wilson Regional Airport,US,RWI
